날짜,종가,시가,고가,저가,거래량,변동 %
2024-02-04,58811000.0,59262000.0,59324000.0,58633000.0,1272.47453255,-0.76%
2024-02-03,59260000.0,59295000.0,59485000.0,59120000.0,1168.38699158,-0.06%
2024-02-02,59299000.0,59150000.0,59531000.0,58551000.0,2278.87315759,0.25%
2024-02-01,59150000.0,58730000.0,59302000.0,57804000.0,2757.18048169,0.72%
2024-01-31,58738000.0,58966000.0,59848000.0,58221000.0,3372.05512523,-0.39%
2024-01-30,58965000.0,59129000.0,59863000.0,58600000.0,4111.4027948,-0.28%
2024-01-29,59101000.0,57855000.0,59210000.0,57561000.0,3400.58213496,2.15%
2024-01-28,57855000.0,58084000.0,58880000.0,57400000.0,2804.05316336,-0.39%
2024-01-27,58086000.0,57526000.0,58189000.0,57046000.0,2217.23585074,0.97%
2024-01-26,57503000.0,55101000.0,58146000.0,54957000.0,5241.71188424,4.36%
2024-01-25,55101000.0,55200000.0,55586000.0,54760000.0,2868.41775244,-0.18%
2024-01-24,55200000.0,55389000.0,55850000.0,54446000.0,3615.04171313,-0.34%
2024-01-23,55389000.0,54689000.0,55576000.0,53125000.0,7696.9657732,1.28%
2024-01-22,54689000.0,57392000.0,57543000.0,54659000.0,6334.41138362,-4.71%
2024-01-21,57387000.0,57550000.0,57942000.0,57350000.0,2003.6715815,-0.28%
2024-01-20,57517000.0,57738000.0,57796000.0,57242000.0,2127.46454183,-0.38%
2024-01-19,57739000.0,57281000.0,58180000.0,55935000.0,5634.88177074,0.80%
2024-01-18,57284000.0,58776000.0,58900000.0,56754000.0,4268.88383965,-2.54%
2024-01-17,58776000.0,59218000.0,59300000.0,58269000.0,2837.33448993,-0.75%
2024-01-16,59196000.0,58416000.0,59577000.0,58169000.0,3748.9674189,1.34%
2024-01-15,58354000.0,57380000.0,59340000.0,57332000.0,3967.32180816,1.70%
2024-01-14,57391000.0,58968000.0,59254000.0,57312000.0,3950.54738176,-2.67%
2024-01-13,58968000.0,59430000.0,59860000.0,58174000.0,5542.07595015,-0.78%
2024-01-12,59435000.0,63560000.0,63820000.0,58200000.0,11517.51602146,-6.49%
2024-01-11,63550000.0,63621000.0,66779000.0,62246000.0,14392.35118741,-0.11%
2024-01-10,63621000.0,62001000.0,65000000.0,59730000.0,16442.71360776,2.61%
2024-01-09,62014000.0,63011000.0,64385000.0,60748000.0,9882.55128738,-1.58%
2024-01-08,63010000.0,59105000.0,63410000.0,57801000.0,11161.48689391,6.61%
2024-01-07,59108000.0,59329000.0,59879000.0,58630000.0,3285.09256035,-0.37%
2024-01-06,59329000.0,59351000.0,59518000.0,58651000.0,2482.6262327,-0.04%
2024-01-05,59351000.0,59477000.0,59695000.0,57577000.0,4822.3896766,-0.21%
2024-01-04,59477000.0,58581000.0,60162000.0,57319000.0,6254.53768656,1.53%
2024-01-03,58581000.0,60205000.0,60799000.0,54346000.0,16310.30692586,-2.70%
2024-01-02,60206000.0,58839000.0,60997000.0,58814000.0,8221.19868374,2.32%
2024-01-01,58839000.0,57045000.0,58847000.0,57045000.0,3165.32092908,3.14%
2023-12-31,57047000.0,56639000.0,57437000.0,56452000.0,2308.38316024,0.72%
2023-12-30,56639000.0,56450000.0,57150000.0,56101000.0,2301.72482929,0.33%
2023-12-29,56450000.0,56904000.0,57300000.0,56000000.0,4273.27071779,-0.80%
2023-12-28,56907000.0,57920000.0,58468000.0,56700000.0,3958.81673633,-1.75%
2023-12-27,57920000.0,57032000.0,58212000.0,56349000.0,3965.8428233,1.56%
2023-12-26,57032000.0,58042000.0,58140000.0,56349000.0,4735.23025583,-1.74%
2023-12-25,58042000.0,58002000.0,58659000.0,57464000.0,4687.20889184,0.07%
2023-12-24,58002000.0,59249000.0,59600000.0,58000000.0,3729.33358016,-2.10%
2023-12-23,59250000.0,59532000.0,59700000.0,59000000.0,2340.10844959,-0.47%
2023-12-22,59532000.0,59479000.0,60419000.0,59094000.0,4790.38513967,0.09%
2023-12-21,59479000.0,59350000.0,60000000.0,58924000.0,4490.29798433,0.22%
2023-12-20,59351000.0,57840000.0,59873000.0,57580000.0,6248.37736262,2.61%
2023-12-19,57845000.0,58099000.0,58944000.0,57260000.0,4742.2058516,-0.44%
2023-12-18,58130000.0,56710000.0,58184000.0,55002000.0,9358.51829274,2.50%
2023-12-17,56710000.0,57928000.0,58017000.0,56700000.0,3121.98161119,-2.10%
2023-12-16,57935000.0,58020000.0,58562000.0,57574000.0,2546.60255462,-0.15%
2023-12-15,58028000.0,58727000.0,58973000.0,57632000.0,3771.61724969,-1.19%
2023-12-14,58735000.0,59056000.0,59500000.0,58002000.0,4548.14813078,-0.54%
2023-12-13,59056000.0,57605000.0,59924000.0,56500000.0,5623.2041578,2.52%
2023-12-12,57605000.0,56950000.0,58780000.0,56654000.0,8005.13993037,1.15%
2023-12-11,56950000.0,59834000.0,59918000.0,55460000.0,11981.70048829,-4.82%
2023-12-10,59835000.0,60082000.0,60277000.0,59563000.0,2575.29471124,-0.41%
2023-12-09,60082000.0,60148000.0,60395000.0,59680000.0,3528.90759303,-0.11%
2023-12-08,60142000.0,59237000.0,60753000.0,58750000.0,5252.13320218,1.53%
2023-12-07,59250000.0,60295000.0,60958000.0,58555000.0,8318.92475677,-1.73%
2023-12-06,60314000.0,60230000.0,61312000.0,59572000.0,8840.70990951,0.14%
2023-12-05,60227000.0,56922000.0,60769000.0,56000000.0,9996.25271209,5.81%
2023-12-04,56920000.0,53761000.0,57337000.0,53690000.0,11395.02751964,5.88%
2023-12-03,53700000.0,52615000.0,53864000.0,52531000.0,3551.85450167,2.06%
2023-12-02,52603000.0,51710000.0,52833000.0,51645000.0,2689.11690841,1.73%
2023-12-01,51709000.0,50601000.0,52000000.0,50500000.0,4022.03933345,2.19%
2023-11-30,50586000.0,50720000.0,50963000.0,50445000.0,2773.4807392,-0.26%
2023-11-29,50720000.0,50576000.0,51250000.0,50419000.0,2831.02552019,0.28%
2023-11-28,50576000.0,50274000.0,51095000.0,49550000.0,3070.18580271,0.60%
2023-11-27,50275000.0,50210000.0,50446000.0,49500000.0,2967.23413174,0.13%
2023-11-26,50210000.0,50533000.0,50610000.0,50019000.0,1931.40729605,-0.64%
2023-11-25,50533000.0,50606000.0,50802000.0,50307000.0,1735.64159119,-0.14%
2023-11-24,50601000.0,49936000.0,51323000.0,49888000.0,3684.13103632,1.33%
2023-11-23,49929000.0,50050000.0,50253000.0,49500000.0,2375.37097906,-0.24%
2023-11-22,50042000.0,48521000.0,50499000.0,48391000.0,4203.05718026,3.13%
2023-11-21,48510000.0,50170000.0,50389000.0,48510000.0,5154.0749487,-3.31%
2023-11-20,50170000.0,49800000.0,50305000.0,49283000.0,3173.09186779,0.74%
2023-11-19,49800000.0,49190000.0,49999000.0,49000000.0,2013.89896514,1.24%
2023-11-18,49165000.0,49390000.0,49507000.0,48862000.0,1849.64117899,-0.46%
2023-11-17,49390000.0,48878000.0,49501000.0,48552000.0,3480.16145402,1.05%
2023-11-16,48868000.0,50463000.0,50652000.0,48115000.0,5432.88965934,-3.16%
2023-11-15,50457000.0,47969000.0,50552000.0,47018000.0,6306.63752813,5.19%
2023-11-14,47969000.0,49151000.0,49633000.0,47524000.0,5902.63410005,-2.40%
2023-11-13,49154000.0,49418000.0,49803000.0,49000000.0,3616.16847856,-0.53%
2023-11-12,49418000.0,49629000.0,49929000.0,49141000.0,3274.7534793,-0.43%
2023-11-11,49629000.0,50030000.0,50100000.0,49230000.0,3533.85638572,-0.80%
2023-11-10,50030000.0,49400000.0,50215000.0,48759000.0,6043.14362454,1.28%
2023-11-09,49400000.0,47457000.0,50278000.0,47401000.0,11141.9610064,4.09%
2023-11-08,47458000.0,47301000.0,47900000.0,46927000.0,2949.25778949,0.33%
2023-11-07,47301000.0,46781000.0,47696000.0,46300000.0,3939.2516709,1.11%
2023-11-06,46781000.0,47056000.0,47197000.0,46471000.0,3504.69710331,-0.58%
2023-11-05,47056000.0,47052000.0,47500000.0,46670000.0,3392.8399816,0.01%
2023-11-04,47050000.0,46675000.0,47246000.0,46473000.0,2806.91856547,0.80%
2023-11-03,46676000.0,47524000.0,47524000.0,46203000.0,4936.17064119,-1.78%
2023-11-02,47516000.0,48100000.0,48661000.0,46732000.0,5972.0703977,-1.21%
2023-11-01,48079000.0,47030000.0,48165000.0,46720000.0,6327.33174114,2.23%
2023-10-31,47030000.0,46734000.0,47050000.0,46302000.0,4120.3851524,0.63%
2023-10-30,46732000.0,46825000.0,47215000.0,46417000.0,4138.81726801,-0.20%
2023-10-29,46825000.0,46316000.0,47028000.0,46285000.0,2408.99526887,1.10%
2023-10-28,46314000.0,45980000.0,46780000.0,45955000.0,2191.55682092,0.73%
2023-10-27,45980000.0,46140000.0,46205000.0,45450000.0,3075.95792102,-0.35%
2023-10-26,46141000.0,46485000.0,47093000.0,45631000.0,6702.74205085,-0.74%
2023-10-25,46484000.0,45593000.0,47355000.0,45556000.0,7593.96895691,1.95%
2023-10-24,45599000.0,44179000.0,47459000.0,43820000.0,17112.17695256,3.21%
2023-10-23,44179000.0,40354000.0,45165000.0,40307000.0,11111.91639708,9.48%
2023-10-22,40354000.0,40406000.0,40736000.0,40117000.0,2733.23876209,-0.13%
2023-10-21,40400000.0,40250000.0,40745000.0,39975000.0,2554.62807083,0.37%
2023-10-20,40250000.0,39000000.0,40700000.0,38820000.0,6455.83376435,3.21%
2023-10-19,39000000.0,38672000.0,39250000.0,38550000.0,4211.27040526,0.85%
2023-10-18,38710000.0,38652000.0,39380000.0,38479000.0,2698.75413038,0.15%
2023-10-17,38652000.0,38686000.0,38947000.0,38156000.0,3189.76773803,-0.09%
2023-10-16,38697000.0,37087000.0,40700000.0,37000000.0,9125.6095245,4.34%
2023-10-15,37086000.0,36790000.0,37189000.0,36659000.0,1648.56771035,0.80%
2023-10-14,36790000.0,36968000.0,37156000.0,36700000.0,1222.06533918,-0.48%
2023-10-13,36968000.0,36750000.0,37193000.0,36724000.0,1756.99023804,0.59%
2023-10-12,36750000.0,36671000.0,36880000.0,36408000.0,1763.26549608,0.22%
2023-10-11,36671000.0,37323000.0,37403000.0,36291000.0,3302.24816453,-1.75%
2023-10-10,37336000.0,37595000.0,37810000.0,37262000.0,2088.59646744,-0.69%
2023-10-09,37595000.0,37929000.0,38047000.0,37237000.0,3186.87540521,-0.88%
2023-10-08,37929000.0,37902000.0,38109000.0,37587000.0,1880.64238934,0.07%
2023-10-07,37902000.0,37798000.0,37997000.0,37725000.0,1006.0876418,0.28%
2023-10-06,37798000.0,37258000.0,38124000.0,37050000.0,2400.327927,1.45%
2023-10-05,37258000.0,37592000.0,38096000.0,37240000.0,2329.61562457,-0.89%
2023-10-04,37595000.0,37198000.0,37740000.0,37036000.0,2387.11196686,1.07%
2023-10-03,37197000.0,37424000.0,37791000.0,37012000.0,2600.08235706,-0.61%
2023-10-02,37424000.0,37788000.0,38720000.0,37200000.0,4894.78634431,-0.96%
2023-10-01,37789000.0,36614000.0,37817000.0,36555000.0,2733.22252426,3.21%
2023-09-30,36600000.0,36444000.0,36740000.0,36404000.0,1372.41615254,0.43%
2023-09-29,36444000.0,36596000.0,36868000.0,36260000.0,1841.58706365,-0.42%
2023-09-28,36596000.0,35979000.0,36999000.0,35933000.0,2834.06267564,1.71%
2023-09-27,35982000.0,35566000.0,36485000.0,35560000.0,3281.14651657,1.17%
2023-09-26,35566000.0,35497000.0,35805000.0,35428000.0,2209.87507796,0.19%
2023-09-25,35491000.0,35530000.0,35701000.0,35176000.0,2877.48269704,-0.11%
2023-09-24,35534000.0,35951000.0,36100000.0,35500000.0,1635.89364001,-1.16%
2023-09-23,35960000.0,35964000.0,36019000.0,35901000.0,999.55399584,-0.01%
2023-09-22,35952000.0,35989000.0,36129000.0,35900000.0,2075.65459659,-0.10%
2023-09-21,36012000.0,36502000.0,36659000.0,35818000.0,3438.83869913,-1.34%
2023-09-20,36501000.0,36509000.0,36743000.0,36150000.0,2853.88170307,-0.02%
2023-09-19,36500000.0,36000000.0,36820000.0,35750000.0,3097.74850512,1.39%
2023-09-18,36000000.0,35758000.0,36801000.0,35658000.0,3943.4175099,0.68%
2023-09-17,35758000.0,35939000.0,35996000.0,35650000.0,2014.74409253,-0.50%
2023-09-16,35938000.0,35907000.0,36051000.0,35800000.0,2192.88512486,0.09%
2023-09-15,35928000.0,35872000.0,36193000.0,35547000.0,3336.88755512,0.16%
2023-09-14,35889000.0,35499000.0,36310000.0,35408000.0,3742.61235483,1.10%
2023-09-13,35497000.0,35076000.0,35749000.0,35000000.0,3451.70002962,1.20%
2023-09-12,35077000.0,34330000.0,35861000.0,34286000.0,4685.11366878,2.18%
2023-09-11,34327000.0,35196000.0,35256000.0,34100000.0,3912.70930088,-2.47%
2023-09-10,35196000.0,35280000.0,35450000.0,35030000.0,1767.33268683,-0.24%
2023-09-09,35280000.0,35295000.0,35314000.0,35150000.0,1238.27863378,-0.04%
2023-09-08,35295000.0,35644000.0,35823000.0,35020000.0,2600.36718222,-0.98%
2023-09-07,35615000.0,35025000.0,35864000.0,34903000.0,1985.80007621,1.68%
2023-09-06,35029000.0,35054000.0,35310000.0,34730000.0,2111.49981419,-0.07%
2023-09-05,35056000.0,35035000.0,35207000.0,34791000.0,3025.89362339,0.06%
2023-09-04,35011000.0,35312000.0,35350000.0,34863000.0,3280.50767726,-0.85%
2023-09-03,35308000.0,35204000.0,35444000.0,35105000.0,2810.79936801,0.30%
2023-09-02,35204000.0,35350000.0,35570000.0,35006000.0,6333.54306521,-0.41%
2023-09-01,35350000.0,35502000.0,35695000.0,35000000.0,5520.94616028,-0.43%
2023-08-31,35502000.0,37110000.0,37500000.0,35400000.0,5086.6186881,-4.33%
2023-08-30,37109000.0,37441000.0,37568000.0,36760000.0,4503.91825355,-0.89%
2023-08-29,37445000.0,35335000.0,37932000.0,35138000.0,6996.57927831,5.97%
2023-08-28,35335000.0,35400000.0,35544000.0,35050000.0,1815.49057785,-0.18%
2023-08-27,35402000.0,35400000.0,35553000.0,35374000.0,845.25346452,0.01%
2023-08-26,35398000.0,35479000.0,35564000.0,35385000.0,672.27237906,-0.23%
2023-08-25,35479000.0,35646000.0,35797000.0,35200000.0,2117.11461503,-0.47%
2023-08-24,35635000.0,35941000.0,36056000.0,35330000.0,1899.01993705,-0.85%
2023-08-23,35941000.0,35686000.0,36350000.0,35320000.0,2242.66645398,0.71%
2023-08-22,35684000.0,35769000.0,35877000.0,35150000.0,2434.37426024,-0.24%
2023-08-21,35769000.0,35946000.0,35967000.0,35500000.0,2142.99960623,-0.49%
2023-08-20,35949000.0,36071000.0,36225000.0,35754000.0,1654.93693763,-0.34%
2023-08-19,36056000.0,35899000.0,36240000.0,35587000.0,2670.31605801,0.44%
2023-08-18,35890000.0,36588000.0,36848000.0,35384000.0,9256.75234641,-1.91%
2023-08-17,36588000.0,39001000.0,39092000.0,36261000.0,9224.23479462,-6.19%
2023-08-16,39001000.0,39404000.0,39600000.0,39001000.0,4144.93132559,-1.02%
2023-08-15,39404000.0,39288000.0,39668000.0,39275000.0,3383.23584164,0.30%
2023-08-14,39288000.0,39118000.0,39640000.0,38895000.0,2247.99874816,0.43%
2023-08-13,39118000.0,39283000.0,39330000.0,39101000.0,1323.87308566,-0.42%
2023-08-12,39283000.0,39233000.0,39316000.0,39099000.0,1450.6799782,0.13%
2023-08-11,39233000.0,39119000.0,39410000.0,39050000.0,1877.91210358,0.29%
2023-08-10,39119000.0,39209000.0,39397000.0,39010000.0,2713.94553163,-0.23%
2023-08-09,39209000.0,39437000.0,39850000.0,39076000.0,3299.56867529,-0.58%
2023-08-08,39437000.0,38622000.0,39580000.0,38570000.0,3956.68315457,2.11%
2023-08-07,38622000.0,38605000.0,38809000.0,38081000.0,7095.41631462,0.04%
2023-08-06,38605000.0,38476000.0,38788000.0,38432000.0,3520.86968381,0.34%
2023-08-05,38474000.0,38493000.0,38590000.0,38341000.0,2113.69677535,-0.05%
2023-08-04,38492000.0,38436000.0,38715000.0,38250000.0,2256.9466739,0.15%
2023-08-03,38436000.0,38358000.0,38800000.0,38215000.0,2032.73569956,0.20%
2023-08-02,38358000.0,38642000.0,39131000.0,38142000.0,3344.79997698,-0.73%
2023-08-01,38642000.0,37928000.0,38684000.0,37510000.0,3035.90069302,1.88%
2023-07-31,37929000.0,37850000.0,38139000.0,37805000.0,2383.01012579,0.21%
2023-07-30,37850000.0,37901000.0,38150000.0,37762000.0,2378.17661892,-0.13%
2023-07-29,37901000.0,37932000.0,38052000.0,37879000.0,1180.6781332,-0.08%
2023-07-28,37932000.0,37877000.0,38200000.0,37704000.0,2964.5947422,0.15%
2023-07-27,37874000.0,37918000.0,38299000.0,37841000.0,3271.72655723,-0.12%
2023-07-26,37918000.0,37910000.0,38300000.0,37700000.0,2477.2628933,0.02%
2023-07-25,37910000.0,37892000.0,38116000.0,37626000.0,2433.9221882,0.05%
2023-07-24,37892000.0,38944000.0,39019000.0,37700000.0,4398.31412006,-2.70%
2023-07-23,38945000.0,38759000.0,39220000.0,38625000.0,2211.14927257,0.48%
2023-07-22,38776000.0,38838000.0,38934000.0,38600000.0,1447.07839081,-0.16%
2023-07-21,38829000.0,38567000.0,38908000.0,38530000.0,2103.13941171,0.68%
2023-07-20,38567000.0,38322000.0,39100000.0,38316000.0,3246.54052293,0.64%
2023-07-19,38323000.0,38402000.0,38850000.0,38300000.0,2432.74678152,-0.21%
2023-07-18,38401000.0,38761000.0,38828000.0,38098000.0,2601.55598996,-0.93%
2023-07-17,38742000.0,38946000.0,39022000.0,38350000.0,2582.39550489,-0.52%
2023-07-16,38933000.0,38889000.0,39153000.0,38687000.0,2022.77368422,0.11%
2023-07-15,38889000.0,39092000.0,39144000.0,38786000.0,2903.65801258,-0.52%
2023-07-14,39092000.0,40101000.0,40220000.0,38710000.0,5755.46123676,-2.52%
2023-07-13,40112000.0,39803000.0,40456000.0,39356000.0,7976.01139394,0.78%
2023-07-12,39804000.0,40117000.0,40600000.0,39751000.0,3241.64008104,-0.78%
2023-07-11,40117000.0,40060000.0,40387000.0,39946000.0,2541.05729369,0.14%
2023-07-10,40050000.0,39839000.0,40784000.0,39666000.0,2829.62290954,0.53%
2023-07-09,39832000.0,40154000.0,40302000.0,39770000.0,1485.27012622,-0.80%
2023-07-08,40153000.0,40241000.0,40253000.0,39920000.0,1299.84963736,-0.22%
2023-07-07,40240000.0,39864000.0,40330000.0,39676000.0,2687.61579838,0.94%
2023-07-06,39860000.0,40385000.0,41500000.0,39838000.0,5759.5913,-1.30%
2023-07-05,40385000.0,40610000.0,40775000.0,39801000.0,3595.75188599,-0.55%
2023-07-04,40610000.0,41200000.0,41388000.0,40540000.0,3230.33213385,-1.43%
2023-07-03,41200000.0,40652000.0,41377000.0,40470000.0,3276.85791261,1.35%
2023-07-02,40652000.0,40712000.0,40875000.0,40250000.0,2235.26869848,-0.15%
2023-07-01,40691000.0,40547000.0,40877000.0,40391000.0,2709.93708765,0.36%
2023-06-30,40547000.0,40583000.0,41569000.0,39500000.0,8585.54386205,-0.09%
2023-06-29,40583000.0,40017000.0,41048000.0,39997000.0,3490.48826462,1.41%
2023-06-28,40020000.0,40587000.0,40629000.0,39966000.0,2988.75782373,-1.40%
2023-06-27,40585000.0,40094000.0,40950000.0,39963000.0,4130.90265871,1.22%
2023-06-26,40077000.0,40352000.0,40599000.0,39555000.0,4959.92502999,-0.68%
2023-06-25,40352000.0,40659000.0,41399000.0,40197000.0,4478.46628595,-0.76%
2023-06-24,40659000.0,40651000.0,40931000.0,40383000.0,3933.82560218,0.02%
2023-06-23,40651000.0,39125000.0,41388000.0,39111000.0,8004.81933949,3.90%
2023-06-22,39125000.0,39135000.0,39861000.0,38901000.0,6599.23054561,-0.03%
2023-06-21,39135000.0,36955000.0,40100000.0,36870000.0,10873.38440224,5.90%
2023-06-20,36946000.0,35095000.0,37100000.0,35000000.0,5488.63849039,5.27%
2023-06-19,35092000.0,34466000.0,35375000.0,34455000.0,2502.20113191,1.82%
2023-06-18,34466000.0,34780000.0,34942000.0,34463000.0,1583.13965073,-0.90%
2023-06-17,34780000.0,34515000.0,35080000.0,34320000.0,2597.63649947,0.77%
2023-06-16,34501000.0,33449000.0,34758000.0,33121000.0,3402.6450261,3.15%
2023-06-15,33449000.0,33007000.0,33618000.0,32510000.0,3841.66442528,1.34%
2023-06-14,33007000.0,33913000.0,34119000.0,32779000.0,4128.49087432,-2.67%
2023-06-13,33913000.0,34059000.0,34479000.0,33808000.0,3607.81851265,-0.43%
2023-06-12,34059000.0,34345000.0,34480000.0,33950000.0,2362.40456114,-0.83%
2023-06-11,34345000.0,34370000.0,34639000.0,34016000.0,1754.27310948,-0.07%
2023-06-10,34372000.0,34865000.0,34914000.0,33842000.0,6040.92871542,-1.41%
2023-06-09,34865000.0,34996000.0,35161000.0,34802000.0,2335.69270285,-0.37%
2023-06-08,34996000.0,34953000.0,35416000.0,34802000.0,2370.31995071,0.12%
2023-06-07,34952000.0,35855000.0,35993000.0,34797000.0,4520.05491026,-2.52%
2023-06-06,35852000.0,34299000.0,35993000.0,33580000.0,5402.99569145,4.53%
2023-06-05,34298000.0,35894000.0,35896000.0,33825000.0,6815.06312451,-4.45%
2023-06-04,35865000.0,35888000.0,36146000.0,35820000.0,1679.79054823,-0.06%
2023-06-03,35888000.0,36089000.0,36102000.0,35801000.0,1925.56556117,-0.56%
2023-06-02,36089000.0,35823000.0,36150000.0,35470000.0,3129.38244663,0.74%
2023-06-01,35823000.0,36391000.0,36509000.0,35715000.0,3403.84008073,-1.56%
2023-05-31,36391000.0,36923000.0,37043000.0,36059000.0,3833.61770267,-1.44%
2023-05-30,36914000.0,36992000.0,37402000.0,36821000.0,3280.20536471,-0.21%
2023-05-29,36992000.0,37360000.0,37883000.0,36802000.0,4032.11292852,-0.99%
2023-05-28,37350000.0,35824000.0,37532000.0,35788000.0,3852.9775285,4.26%
2023-05-27,35824000.0,35786000.0,35900000.0,35588000.0,1922.45483636,0.11%
2023-05-26,35771000.0,35550000.0,36110000.0,35284000.0,2369.1616222,0.62%
2023-05-25,35547000.0,35465000.0,35670000.0,35000000.0,3394.73741865,0.23%
2023-05-24,35452000.0,36382000.0,36430000.0,35144000.0,4471.51960065,-2.56%
2023-05-23,36381000.0,35947000.0,36660000.0,35841000.0,2510.27578792,1.21%
2023-05-22,35947000.0,36057000.0,36200000.0,35709000.0,2597.92192199,-0.31%
2023-05-21,36051000.0,36404000.0,36618000.0,36048000.0,1573.05946887,-0.97%
2023-05-20,36385000.0,36156000.0,36475000.0,36119000.0,1174.32081928,0.63%
2023-05-19,36156000.0,36240000.0,36486000.0,35950000.0,2587.51450694,-0.23%
2023-05-18,36240000.0,36706000.0,36920000.0,35800000.0,3396.67093837,-1.27%
2023-05-17,36700000.0,36419000.0,36835000.0,35938000.0,3207.18978344,0.77%
2023-05-16,36421000.0,36642000.0,36795000.0,36335000.0,2091.33896506,-0.60%
2023-05-15,36632000.0,36420000.0,37200000.0,36204000.0,2671.26583258,0.58%
2023-05-14,36415000.0,36382000.0,36800000.0,36193000.0,1639.20833071,0.09%
2023-05-13,36374000.0,36341000.0,36662000.0,36143000.0,1868.0954648,0.09%
2023-05-12,36341000.0,36413000.0,36554000.0,35262000.0,5478.83968294,-0.20%
2023-05-11,36411000.0,37072000.0,37232000.0,36260000.0,3570.39137727,-1.78%
2023-05-10,37071000.0,37150000.0,37995000.0,36580000.0,4525.28287987,-0.21%
2023-05-09,37150000.0,37260000.0,37544000.0,36822000.0,3678.21436045,-0.30%
2023-05-08,37255000.0,38152000.0,38369000.0,36822000.0,5517.37518721,-2.35%
2023-05-07,38143000.0,38679000.0,38953000.0,38143000.0,2434.47759959,-1.39%
2023-05-06,38677000.0,39077000.0,39435000.0,38142000.0,4471.1849355,-1.02%
2023-05-05,39053000.0,38599000.0,39359000.0,38520000.0,5614.21035517,1.18%
2023-05-04,38580000.0,38733000.0,39112000.0,38423000.0,4027.302864,-0.40%
2023-05-03,38703000.0,38406000.0,39050000.0,37800000.0,5239.85097463,0.77%
2023-05-02,38405000.0,37768000.0,38680000.0,37428000.0,4771.65437011,1.69%
2023-05-01,37769000.0,39149000.0,39303000.0,37372000.0,5466.44445352,-3.52%
2023-04-30,39149000.0,38980000.0,39830000.0,38809000.0,3356.94485899,0.43%
2023-04-29,38965000.0,39083000.0,39247000.0,38800000.0,1753.92555964,-0.30%
2023-04-28,39083000.0,39271000.0,39500000.0,38711000.0,3370.00926689,-0.48%
2023-04-27,39258000.0,38020000.0,39730000.0,37959000.0,6531.80659225,3.26%
2023-04-26,38017000.0,37877000.0,39850000.0,36749000.0,9856.33566991,0.37%
2023-04-25,37877000.0,36750000.0,38123000.0,36359000.0,4364.40529023,3.07%
2023-04-24,36750000.0,36802000.0,37297000.0,36200000.0,3663.66031754,-0.14%
2023-04-23,36802000.0,37182000.0,37198000.0,36524000.0,1942.10468086,-1.02%
2023-04-22,37182000.0,36337000.0,37318000.0,36055000.0,3716.22462639,2.33%
2023-04-21,36337000.0,37672000.0,37779000.0,36108000.0,5934.6195108,-3.54%
2023-04-20,37672000.0,38300000.0,38572000.0,37400000.0,5515.28188385,-1.64%
2023-04-19,38300000.0,39637000.0,39719000.0,38181000.0,6118.4824719,-3.37%
2023-04-18,39630000.0,38700000.0,39847000.0,38251000.0,4976.83151258,2.40%
2023-04-17,38700000.0,39612000.0,39673000.0,38506000.0,5420.85725888,-2.30%
2023-04-16,39607000.0,39800000.0,39981000.0,39600000.0,2393.49528179,-0.48%
2023-04-15,39800000.0,39804000.0,39999000.0,39752000.0,1938.56058099,-0.01%
2023-04-14,39804000.0,39912000.0,40333000.0,39470000.0,5561.14402059,-0.27%
2023-04-13,39911000.0,39694000.0,40198000.0,39689000.0,5171.072562,0.55%
2023-04-12,39699000.0,40005000.0,40610000.0,39567000.0,10654.2856421,-0.76%
2023-04-11,40004000.0,38981000.0,40260000.0,38903000.0,8105.88458258,2.62%
2023-04-10,38985000.0,37331000.0,39183000.0,37255000.0,6752.314109,4.43%
2023-04-09,37313000.0,37064000.0,37576000.0,36878000.0,3846.31215562,0.67%
2023-04-08,37080000.0,36993000.0,37249000.0,36930000.0,3044.98722943,0.24%
2023-04-07,36993000.0,37058000.0,37200000.0,36890000.0,2191.38552697,-0.18%
2023-04-06,37058000.0,37139000.0,37211000.0,36800000.0,3265.19567389,-0.22%
2023-04-05,37139000.0,37207000.0,37804000.0,36948000.0,4804.31754606,-0.18%
2023-04-04,37205000.0,36814000.0,37552000.0,36660000.0,3443.09664449,1.06%
2023-04-03,36814000.0,37296000.0,37768000.0,36378000.0,5344.45562792,-1.29%
2023-04-02,37301000.0,37596000.0,37700000.0,37000000.0,3827.71480818,-0.78%
2023-04-01,37585000.0,37540000.0,37950000.0,37449000.0,2923.33995312,0.12%
2023-03-31,37540000.0,37157000.0,37771000.0,36596000.0,5856.70049497,1.03%
2023-03-30,37157000.0,37402000.0,38424000.0,36800000.0,7063.16532492,-0.66%
2023-03-29,37401000.0,36020000.0,37750000.0,36006000.0,6442.79756739,3.83%
2023-03-28,36026000.0,36124000.0,36220000.0,35230000.0,5170.6862286,-0.27%
2023-03-27,36110000.0,37156000.0,37282000.0,35444000.0,6840.88977652,-2.82%
2023-03-26,37160000.0,36750000.0,37432000.0,36632000.0,3091.03957658,1.12%
2023-03-25,36750000.0,36750000.0,36969000.0,36510000.0,2977.38039843,0.00%
2023-03-24,36749000.0,37268000.0,37599000.0,36304000.0,6250.39620254,-1.39%
2023-03-23,37274000.0,36372000.0,37660000.0,35930000.0,7303.53058862,2.48%
2023-03-22,36372000.0,37202000.0,38400000.0,35584000.0,10824.6208617,-2.23%
2023-03-21,37221000.0,37294000.0,37634000.0,36500000.0,8735.63835041,-0.20%
